id,entity_name,semantic_name
C0436545,Non-specific granulomatous orchitis,Disease or Syndrome;
C0436561,C/O: [a pain] or [an ache],Finding;
C0437321,O/E - deep sensation,Finding;
C0437978,O/E - sign soft,Finding;
C0437994,On examination - tethered to superficial,Finding;
C0438186,Lung function testing normal,Finding;
C0438226,Lymphocyte count within reference range,Finding;
C0438280,Endoscopy finding,Finding;
C0438401,Problem situation,Finding;
C0438644,Dermatoglyphs - skin lines,Congenital Abnormality;
C0438737,Bone marrow specimen,Body Substance;
C0439049,Misleading historian,Finding;
C0439064,Numerous,Quantitative Concept;
C0439070,Roman Numeral III,Intellectual Product;
C0439079,Positive integer,Intellectual Product;
C0439092,Less Than,Quantitative Concept;
C0439095,Greek letter alpha (qualifier value),Intellectual Product;
C0439097,Delta - greek letter,Intellectual Product;
C0439098,Greek letter epsilon,Intellectual Product;
C0439099,Greek letter kappa,Intellectual Product;
C0439124,Upper case Roman letter Z,Intellectual Product;
C0439144,Lower case Roman letter u,Intellectual Product;
C0439148,Unit,Quantitative Concept;
C0439151,Bethesda units,Quantitative Concept;
C0439157,counts,Quantitative Concept;
C0439158,colonies (qualifier value),Quantitative Concept;
C0439161,Fraction of total activity,Quantitative Concept;
C0439165,Percent (property),Quantitative Concept;
C0439170,Percentage fetal cells,Quantitative Concept;
C0439172,Percentage abnormal forms,Quantitative Concept;
C0439178,percent positive cells,Quantitative Concept;
C0439184,Units of blood,Quantitative Concept;
C0439185,Equivalent Weight,Quantitative Concept;
C0439189,mole - unit,Quantitative Concept;
C0439200,millimeter,Quantitative Concept;
C0439201,Micron,Quantitative Concept;
C0439204,Inch Unit of Length,Quantitative Concept;
C0439208,gram,Quantitative Concept;
C0439209,Kilogram,Quantitative Concept;
C0439211,microgram,Quantitative Concept;
C0439212,nanogram,Quantitative Concept;
C0439216,metric ton,Quantitative Concept;
C0439227,Hour,Temporal Concept;
C0439228,day,Temporal Concept;
C0439230,week,Temporal Concept;
C0439231,month,Temporal Concept;
C0439232,Minute of time,Temporal Concept;
C0439234,year,Temporal Concept;
C0439237,degrees Celsius,Quantitative Concept;
C0439471,lbf - pound-force,Quantitative Concept;
C0439472,Pounds per square inch,Quantitative Concept;
C0439502,Volt,Quantitative Concept;
C0439508,per year,Temporal Concept;
C0439532,/ejaculate,Quantitative Concept;
C0439534,Dimensions,Quantitative Concept;
C0439539,Heavy (weight) (qualifier value),Qualitative Concept;
C0439541,Black color,Qualitative Concept;
C0439542,Purple,Qualitative Concept;
C0439544,Definite,Qualitative Concept;
C0439547,Points in time (qualifier value),Temporal Concept;
C0439557,Acute phase,Temporal Concept;
C0439565,Pre-dose,Temporal Concept;
C0439580,Synchronous,Temporal Concept;
C0439581,Asynchronous pattern,Temporal Concept;
C0439583,Overnight,Temporal Concept;
C0439589,Recurrent acute,Temporal Concept;
C0439590,Prolonged,Temporal Concept;
C0439591,Long duration,Qualitative Concept;
C0439596,Cyclical,Temporal Concept;
C0439598,Continual,Temporal Concept;
C0439599,Discontinuous (qualifier value),Temporal Concept;
C0439600,Remitting,Temporal Concept;
C0439606,Pulsatile,Temporal Concept;
C0439607,Priorities,Temporal Concept;
C0439609,Urgent,Qualitative Concept;
C0439611,Preliminary,Temporal Concept;
C0439617,Revision,Temporal Concept;
C0439634,Formations,Spatial Concept;
C0439635,V-shaped,Spatial Concept;
C0439639,Wedge,Spatial Concept;
C0439641,Discoid,Spatial Concept;
C0439643,Sheets (formation),Spatial Concept;
C0439644,Plaque-like,Spatial Concept;
C0439645,Band form,Spatial Concept;
C0439646,Encysted,Spatial Concept;
C0439649,Non-bullous,Spatial Concept;
C0439650,Fullness,Spatial Concept;
C0439651,Aneurysmal,Spatial Concept;
C0439652,Varicose,Spatial Concept;
C0439653,Tuberous,Spatial Concept;
C0439655,Subjective observation (qualifier value),Qualitative Concept;
C0439656,Voluntary,Individual Behavior;
C0439657,Brittle course,Qualitative Concept;
C0439658,Classic (qualifier value),Qualitative Concept;
C0439659,Beginning,Temporal Concept;
C0439660,Hereditary,Functional Concept;
C0439661,Acquired (qualifier value),Qualitative Concept;
C0439662,Immune,Finding;
C0439663,Infected,Finding;
C0439664,Necrotizing,Functional Concept;
C0439665,Purulent,Qualitative Concept;
C0439667,Granulomatous,Qualitative Concept;
C0439669,iatrogenic,Qualitative Concept;
C0439671,Gestational (qualifier value),Temporal Concept;
C0439673,Unknown,Qualitative Concept;
C0439676,Obliterative,Qualitative Concept;
C0439677,Myeloid,Qualitative Concept;
C0439679,Erosive,Qualitative Concept;
C0439681,Actinic,Qualitative Concept;
C0439682,Follicular,Qualitative Concept;
C0439686,Cirrhotic,Qualitative Concept;
C0439687,Non-cirrhotic,Qualitative Concept;
C0439688,Atelectatic,Qualitative Concept;
C0439689,Collagenous,Qualitative Concept;
C0439690,Permeative,Qualitative Concept;
C0439691,Speckled,Qualitative Concept;
C0439697,Fine punctate,Qualitative Concept;
C0439698,Pityriasiform,Qualitative Concept;
C0439700,Zosteriform,Qualitative Concept;
C0439702,Ichthyosiform,Qualitative Concept;
C0439703,Lentiginous,Qualitative Concept;
C0439705,Keratotic,Functional Concept;
C0439707,Pruriginous,Qualitative Concept;
C0439709,Fibrous,Qualitative Concept;
C0439710,Micaceous,Qualitative Concept;
C0439716,Nucleolar pattern,Spatial Concept;
C0439719,L-pattern,Spatial Concept;
C0439720,Perinuclear pattern,Spatial Concept;
C0439739,Reticular,Spatial Concept;
C0439740,Eccentric,Qualitative Concept;
C0439742,Scattered,Spatial Concept;
C0439743,Multicentric,Spatial Concept;
C0439744,Concentric,Spatial Concept;
C0439745,Grouped (qualifier value),Spatial Concept;
C0439746,Acral,Spatial Concept;
C0439748,Flexural,Functional Concept;
C0439750,Spatial Mosaic,Spatial Concept;
C0439751,Entire,Quantitative Concept;
C0439753,Lid sacrificing,Functional Concept;
C0439755,Directions,Spatial Concept;
C0439758,Up and right,Spatial Concept;
C0439761,Down and right,Spatial Concept;
C0439775,Elevation procedure,Therapeutic or Preventive Procedure;
C0439778,Hanging down,Spatial Concept;
C0439780,Forward,Spatial Concept;
C0439781,Backward (qualifier value),Spatial Concept;
C0439784,Retrograde direction,Spatial Concept;
C0439786,Inward,Spatial Concept;
C0439787,Out (direction),Spatial Concept;
C0439788,Outward,Spatial Concept;
C0439792,Extent,Spatial Concept;
C0439793,Severities,Qualitative Concept;
C0439794,Dense,Qualitative Concept;
C0439799,Channel,Spatial Concept;
C0439801,Limited (extensiveness),Functional Concept;
C0439805,Tumor Debulking,Therapeutic or Preventive Procedure;
C0439806,Gross (qualifier value),Qualitative Concept;
C0439808,Profound,Qualitative Concept;
C0439809,Full thickness,Quantitative Concept;
C0439810,Total,Qualitative Concept;
C0439812,Completeness,Qualitative Concept;
C0439814,Prickling sensation,Sign or Symptom;
C0439815,Tactile,Qualitative Concept;
C0439816,Tightness sensation quality,Qualitative Concept;
C0439817,Tinkling,Qualitative Concept;
C0439818,Bursting sensation quality,Qualitative Concept;
C0439820,Popping sensation quality,Qualitative Concept;
C0439823,Sensibilities,Qualitative Concept;
C0439824,Verbal,Qualitative Concept;
C0439825,Auditory,Functional Concept;
C0439828,Variable (uniformity),Qualitative Concept;
C0439833,Gradual,Qualitative Concept;
C0439834,Slow,Qualitative Concept;
C0439836,Conversions (qualifier value),Functional Concept;
C0439848,Indwelling (qualifier value),Functional Concept;
C0439849,Relationships,Qualitative Concept;
C0439850,Inverse,Qualitative Concept;
C0439851,Direct type of relationship,Qualitative Concept;
C0439852,Indirect,Qualitative Concept;
C0439855,Complex,Qualitative Concept;
C0439856,Unsatisfactory,Qualitative Concept;
C0439858,Conventional,Qualitative Concept;
C0439860,Heterologous,Qualitative Concept;
C0439861,Substance,Substance;
C0439880,Gaseous element,"Element, Ion, or Isotope;"
C0439962,Mixture,Substance;
C0440036,Acid phosphatase stain,"Organic Chemical;Indicator, Reagent, or Diagnostic Aid;"
C0440042,Field's stain,"Indicator, Reagent, or Diagnostic Aid;"
C0440048,Periodic acid Schiff stain,"Organic Chemical;Indicator, Reagent, or Diagnostic Aid;"
C0440051,Ziehl-Neelsen stain,"Indicator, Reagent, or Diagnostic Aid;"
C0440052,Leishman stain,"Indicator, Reagent, or Diagnostic Aid;"
C0440108,Photoallergen,Organic Chemical;Pharmacologic Substance;
C0440137,Filling material,Biomedical or Dental Material;
C0440185,Acrylic dental material - self-cured,Organic Chemical;Biomedical or Dental Material;
C0440188,Denture lining material - permanent,Biomedical or Dental Material;
C0440216,Implant material,Biomedical or Dental Material;
C0440251,synthetic material,Manufactured Object;
C0440266,Debris,Substance;
C0440277,Orange - fruit,Food;
C0440278,Mock orange,Plant;
C0440283,Citrus limon,Plant;
C0440285,Melon (food),Food;
C0440410,Rat hair,"Body Part, Organ, or Organ Component;"
C0440428,Sheep epithelium,Body Substance;
C0440444,Goose feathers,Body Substance;
C0440471,Genetic Materials,Gene or Genome;
C0440731,Fetal brain,Embryonic Structure;
C0440737,Blood material,Body Substance;
C0440738,Circulating blood,Body Substance;
C0440739,Mixed venous blood,Body Substance;
C0440743,Serous,Qualitative Concept;
C0440745,Pigment cell,Cell;
C0440746,Brain tissue (substance),Tissue;
C0440747,Lymph Node Tissue,Tissue;
C0440752,Inflammatory cell,Cell;
C0440757,Ear material,"Body Part, Organ, or Organ Component;"
C0440770,Reversed vein,"Body Part, Organ, or Organ Component;"
C0440790,Solid organ,"Body Part, Organ, or Organ Component;"
C0440800,Autogenous bone graft procedure,Therapeutic or Preventive Procedure;
C0440811,Periosteomucosal graft,"Body Part, Organ, or Organ Component;"
C0440844,cheek flap,"Body Part, Organ, or Organ Component;"
C0441031,Free flap,Tissue;
C0441039,Fan (physical object),Manufactured Object;
C0441059,Pencil,Manufactured Object;
C0441074,Meters (physical object),Medical Device;
C0441107,Cuff Device,Manufactured Object;
C0441186,Fine needle,Medical Device;
C0441192,Pipelle,Medical Device;
C0441229,Halter (physical object),Medical Device;
C0441247,Conduit implant,Medical Device;
C0441295,Strut,Medical Device;
C0441308,Cast splint,Medical Device;
C0441468,photograph,Manufactured Object;
C0441469,Picture,Manufactured Object;
C0441471,Event,Event;
C0441472,Clinical action,Functional Concept;
C0441478,Surgical advancement - action,Functional Concept;
C0441495,Chemocautery - action,Therapeutic or Preventive Procedure;
C0441496,Cemented component fixation,Therapeutic or Preventive Procedure;
C0441513,Surgical construction,Therapeutic or Preventive Procedure;
C0441516,Demand (clinical),Therapeutic or Preventive Procedure;
C0441547,Intracapsular extraction,Therapeutic or Preventive Procedure;
C0441587,Clinical act of insertion,Health Care Activity;
C0441592,Surgical lengthening - action,Therapeutic or Preventive Procedure;
C0441602,Peeling - action,Functional Concept;
C0441621,sampling [surgical action],Diagnostic Procedure;
C0441633,Scanning,Diagnostic Procedure;
C0441635,Anatomical segmentation,Spatial Concept;
C0441636,Surgical shortening - action,Therapeutic or Preventive Procedure;
C0441640,Tapering - action,Health Care Activity;
C0441648,Wash (cleansing action),Activity;
C0441650,Closure by wire,Therapeutic or Preventive Procedure;
C0441655,Activities,Activity;
C0441659,Recreational flying,Daily or Recreational Activity;
C0441704,Typings (qualifier value),Health Care Activity;
C0441712,Mechanism (attribute),Functional Concept;
C0441722,Force,Phenomenon or Process;
C0441723,Irritation,Phenomenon or Process;
C0441726,"Bomb, device",Manufactured Object;
C0441729,Type 1,Classification;
C0441730,Type 2,Classification;
C0441731,Type 3,Classification;
C0441732,Type 4,Classification;
C0441748,Autosomal recessive inheritance,Genetic Function;
C0441750,Hypersensitivity types,Intellectual Product;
C0441766,Stage level 1,Classification;
C0441767,Stage level 2,Intellectual Product;
C0441771,Stage level 3,Intellectual Product;
C0441777,Stage level 5,Intellectual Product;
C0441792,Editions,Intellectual Product;
C0441800,Grade,Classification;
C0441802,Grade two rank,Classification;
C0441804,Grade five rank,Classification;
C0441813,Catterall grade IV,Intellectual Product;
C0441833,Groups,Idea or Concept;
C0441835,Group A (qualifier value),Classification;
C0441842,Group H (alphabetic group),Intellectual Product;
C0441861,Group 1,Intellectual Product;
C0441885,Class 1,Classification;
C0441886,Class 2,Intellectual Product;
C0441887,Class 3,Intellectual Product;
C0441888,Class 4,Classification;
C0441889,Levels (qualifier value),Qualitative Concept;
C0441915,American Joint Committee on Cancer (tumor staging),Classification;
C0441929,Lung involvement stages,Intellectual Product;
C0441938,Supratentorial,Spatial Concept;
C0441939,Infratentorial,Spatial Concept;
C0441959,Node stage N0,Finding;
C0441960,N2 category (finding),Finding;
C0441962,Node stage N1,Finding;
C0441971,Metastasis stage M1,Finding;
C0441987,Side,Spatial Concept;
C0441988,Contralateral,Spatial Concept;
C0441991,Bicoronal,Spatial Concept;
C0441994,Lower - spatial qualifier,Spatial Concept;
C0441995,Mural,Spatial Concept;
C0442002,Posterior dorsal,Spatial Concept;
C0442003,Mid-zone,Spatial Concept;
C0442004,Septal,Spatial Concept;
C0442010,Buccal,Spatial Concept;
C0442012,chondral,Spatial Concept;
C0442015,Digital X-ray,Diagnostic Procedure;
C0442016,Epicardial,Spatial Concept;
C0442025,Muscular,Spatial Concept;
C0442026,nuchal,Spatial Concept;
C0442030,Parietal,Spatial Concept;
C0442033,Periosteal,Spatial Concept;
C0442037,popliteal,Body Location or Region;
C0442038,Radial,Conceptual Entity;
C0442040,Salivary,Spatial Concept;
C0442041,sinusoidal,Spatial Concept;
C0442043,Temporal - Regional site descriptor,Spatial Concept;
C0442044,Ulnar (qualifier value),Body Location or Region;
C0442045,Visceral,Spatial Concept;
C0442053,Ventral part,Spatial Concept;
C0442054,Dorsal part,Spatial Concept;
C0442069,Wall structure,Spatial Concept;
C0442070,Anterior wall,Spatial Concept;
C0442071,Posterior wall,Spatial Concept;
C0442072,Left lateral wall,Spatial Concept;
C0442079,Centriacinar,Spatial Concept;
C0442080,Centrilobular,Spatial Concept;
C0442087,Extracorporeal,Spatial Concept;
C0442089,Extraoral approach,Spatial Concept;
C0442105,Interdigital,Spatial Concept;
C0442106,Intervertebral,Body Location or Region;
C0442108,Intra-articular,Spatial Concept;
C0442112,Intracoronal,Spatial Concept;
C0442115,Intraluminal,Spatial Concept;
C0442116,Intramammary (anatomical location),Spatial Concept;
C0442117,Intramuscular,Spatial Concept;
C0442119,Intraoral approach,Spatial Concept;
C0442120,Intraperitoneal,Spatial Concept;
C0442121,Intrapulmonary,Spatial Concept;
C0442123,Intravascular,Spatial Concept;
C0442130,Panacinar,Spatial Concept;
C0442131,Panlobular,Spatial Concept;
C0442135,Paracolic,Spatial Concept;
C0442144,Paraseptal,Spatial Concept;
C0442145,Paraspinal,Spatial Concept;
C0442149,Paravascular,Spatial Concept;
C0442150,Paravertebral,Spatial Concept;
C0442152,Permeatal approach,Spatial Concept;
C0442156,Periacinar,Spatial Concept;
C0442158,Perianal,Body Location or Region;
C0442161,Perinephric,Spatial Concept;
C0442162,Peripancreatic,Spatial Concept;
C0442163,Peripapillary,Spatial Concept;
C0442164,Perisplenic,Spatial Concept;
C0442165,Perivascular,Spatial Concept;
C0442170,Preperitoneal approach,Spatial Concept;
C0442182,Subareolar,Spatial Concept;
C0442197,Lateral projection,Spatial Concept;
C0442216,Apical projection,Spatial Concept;
C0442222,Internal/external rotation,Spatial Concept;
C0442227,Tangential projection,Spatial Concept;
C0442310,Clockface position,Spatial Concept;
C0442311,1 o'clock position,Spatial Concept;
C0442342,Transbronchial approach,Spatial Concept;
C0442344,Transcervical approach - uterine,Spatial Concept;
C0442355,Transgastric approach,Spatial Concept;
C0442519,Home environment,Spatial Concept;
C0442529,Urban environment,Geographic Area;
C0442530,Cliff,Spatial Concept;
C0442532,Hill,Spatial Concept;
C0442533,Mountain,Geographic Area;
C0442537,Reservoir (environment),Geographic Area;
C0442539,Non-tidal river,Geographic Area;
C0442540,Streams,Natural Phenomenon or Process;
